case,unitizer,unit_id,kind,variant_id,baseline,decision,distance
stagehand,paragraph,p02,whitespace_jitter,paragraph-p02-whitespace_jitter,idea,idea,0.0
stagehand,paragraph,p03,whitespace_jitter,paragraph-p03-whitespace_jitter,idea,idea,0.0
stagehand,paragraph,p04,delete,paragraph-p04-delete,idea,idea,0.0
stagehand,paragraph,p04,whitespace_jitter,paragraph-p04-whitespace_jitter,idea,idea,0.0
stagehand,paragraph,p05,delete,paragraph-p05-delete,idea,idea,0.0
stagehand,paragraph,p05,whitespace_jitter,paragraph-p05-whitespace_jitter,idea,idea,0.0
stagehand,paragraph,p06,delete,paragraph-p06-delete,idea,idea,0.0
stagehand,paragraph,p06,whitespace_jitter,paragraph-p06-whitespace_jitter,idea,idea,0.0
artisanflow,sentence,s01,delete,sentence-s01-delete,growth,growth,0.0
artisanflow,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s02,delete,sentence-s02-delete,growth,growth,0.0
artisanflow,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,growth,seed,1.0
artisanflow,sentence,s03,delete,sentence-s03-delete,growth,growth,0.0
artisanflow,sentence,s03,numeric_magnitude,sentence-s03-numeric_magnitude,growth,seed,1.0
artisanflow,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s04,delete,sentence-s04-delete,growth,growth,0.0
artisanflow,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s04,punctuation_normalize,sentence-s04-punctuation_normalize,growth,growth,0.0
artisanflow,sentence,s05,delete,sentence-s05-delete,growth,seed,1.0
artisanflow,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,growth,seed,1.0
artisanflow,sentence,s06,delete,sentence-s06-delete,growth,seed,1.0
artisanflow,sentence,s07,delete,sentence-s07-delete,growth,seed,1.0
artisanflow,sentence,s08,delete,sentence-s08-delete,growth,seed,1.0
artisanflow,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s08,numeric_magnitude,sentence-s08-numeric_magnitude,growth,seed,1.0
artisanflow,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s09,delete,sentence-s09-delete,growth,seed,1.0
artisanflow,sentence,s10,delete,sentence-s10-delete,growth,growth,0.0
artisanflow,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s11,delete,sentence-s11-delete,growth,growth,0.0
artisanflow,sentence,s11,numeric_magnitude,sentence-s11-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,growth,seed,1.0
artisanflow,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,growth,seed,1.0
artisanflow,sentence,s13,delete,sentence-s13-delete,growth,seed,1.0
artisanflow,sentence,s12,delete,sentence-s12-delete,growth,growth,0.0
artisanflow,sentence,s13,comparator_flip,sentence-s13-comparator_flip,growth,seed,1.0
artisanflow,sentence,s14,delete,sentence-s14-delete,growth,growth,0.0
artisanflow,sentence,s14,numeric_magnitude,sentence-s14-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s13,whitespace_jitter,sentence-s13-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s15,delete,sentence-s15-delete,growth,growth,0.0
artisanflow,sentence,s15,whitespace_jitter,sentence-s15-whitespace_jitter,growth,seed,1.0
artisanflow,sentence,s16,numeric_magnitude,sentence-s16-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s16,delete,sentence-s16-delete,growth,seed,1.0
artisanflow,sentence,s17,delete,sentence-s17-delete,growth,growth,0.0
artisanflow,sentence,s17,numeric_magnitude,sentence-s17-numeric_magnitude,growth,seed,1.0
artisanflow,sentence,s17,whitespace_jitter,sentence-s17-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s18,delete,sentence-s18-delete,growth,growth,0.0
artisanflow,sentence,s18,numeric_magnitude,sentence-s18-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s19,delete,sentence-s19-delete,growth,growth,0.0
artisanflow,sentence,s19,numeric_magnitude,sentence-s19-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s20,numeric_magnitude,sentence-s20-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s20,delete,sentence-s20-delete,growth,growth,0.0
artisanflow,sentence,s21,numeric_magnitude,sentence-s21-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s21,delete,sentence-s21-delete,growth,growth,0.0
artisanflow,sentence,s22,delete,sentence-s22-delete,growth,growth,0.0
artisanflow,sentence,s22,numeric_magnitude,sentence-s22-numeric_magnitude,growth,growth,0.0
artisanflow,sentence,s23,delete,sentence-s23-delete,growth,growth,0.0
artisanflow,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s23,whitespace_jitter,sentence-s23-whitespace_jitter,growth,growth,0.0
artisanflow,sentence,s24,polarity_flip,sentence-s24-polarity_flip,growth,growth,0.0
artisanflow,sentence,s24,delete,sentence-s24-delete,growth,growth,0.0
artisanflow,sentence,s25,numeric_magnitude,sentence-s25-numeric_magnitude,growth,,
artisanflow,sentence,s24,whitespace_jitter,sentence-s24-whitespace_jitter,growth,,
artisanflow,sentence,s25,delete,sentence-s25-delete,growth,,
artisanflow,sentence,s26,whitespace_jitter,sentence-s26-whitespace_jitter,growth,,
artisanflow,sentence,s26,delete,sentence-s26-delete,growth,,
artisanflow,sentence,s25,whitespace_jitter,sentence-s25-whitespace_jitter,growth,,
envelop,sentence,s01,delete,sentence-s01-delete,seed,,
envelop,sentence,s02,delete,sentence-s02-delete,seed,,
envelop,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,seed,,
envelop,sentence,s03,numeric_magnitude,sentence-s03-numeric_magnitude,seed,,
envelop,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,seed,,
envelop,sentence,s03,delete,sentence-s03-delete,seed,,
envelop,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,seed,,
envelop,sentence,s04,numeric_magnitude,sentence-s04-numeric_magnitude,seed,,
envelop,sentence,s04,delete,sentence-s04-delete,seed,,
envelop,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,seed,,
envelop,sentence,s05,delete,sentence-s05-delete,seed,,
envelop,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,seed,,
envelop,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,seed,,
envelop,sentence,s06,delete,sentence-s06-delete,seed,,
envelop,sentence,s07,delete,sentence-s07-delete,seed,,
envelop,sentence,s08,delete,sentence-s08-delete,seed,,
envelop,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,seed,,
envelop,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,seed,,
envelop,sentence,s09,numeric_magnitude,sentence-s09-numeric_magnitude,seed,,
envelop,sentence,s09,delete,sentence-s09-delete,seed,,
envelop,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,seed,,
envelop,sentence,s10,delete,sentence-s10-delete,seed,,
envelop,sentence,s12,delete,sentence-s12-delete,seed,,
envelop,sentence,s11,delete,sentence-s11-delete,seed,,
envelop,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,seed,,
envelop,sentence,s13,whitespace_jitter,sentence-s13-whitespace_jitter,seed,,
envelop,sentence,s13,delete,sentence-s13-delete,seed,,
envelop,sentence,s14,whitespace_jitter,sentence-s14-whitespace_jitter,seed,,
envelop,sentence,s14,delete,sentence-s14-delete,seed,,
envelop,sentence,s15,delete,sentence-s15-delete,seed,,
envelop,sentence,s16,delete,sentence-s16-delete,seed,,
envelop,sentence,s15,whitespace_jitter,sentence-s15-whitespace_jitter,seed,,
envelop,sentence,s16,whitespace_jitter,sentence-s16-whitespace_jitter,seed,,
envelop,sentence,s17,whitespace_jitter,sentence-s17-whitespace_jitter,seed,,
envelop,sentence,s17,delete,sentence-s17-delete,seed,,
envelop,sentence,s18,delete,sentence-s18-delete,seed,,
envelop,sentence,s19,delete,sentence-s19-delete,seed,,
envelop,sentence,s19,whitespace_jitter,sentence-s19-whitespace_jitter,seed,,
envelop,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,seed,,
envelop,sentence,s20,delete,sentence-s20-delete,seed,,
envelop,sentence,s21,delete,sentence-s21-delete,seed,,
envelop,sentence,s20,whitespace_jitter,sentence-s20-whitespace_jitter,seed,,
envelop,sentence,s21,whitespace_jitter,sentence-s21-whitespace_jitter,seed,,
envelop,sentence,s22,delete,sentence-s22-delete,seed,,
envelop,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,seed,,
envelop,sentence,s23,delete,sentence-s23-delete,seed,,
envelop,sentence,s24,delete,sentence-s24-delete,seed,,
envelop,sentence,s23,numeric_magnitude,sentence-s23-numeric_magnitude,seed,,
envelop,sentence,s24,numeric_magnitude,sentence-s24-numeric_magnitude,seed,,
envelop,sentence,s25,delete,sentence-s25-delete,seed,,
envelop,sentence,s24,whitespace_jitter,sentence-s24-whitespace_jitter,seed,,
envelop,sentence,s26,numeric_magnitude,sentence-s26-numeric_magnitude,seed,,
envelop,sentence,s26,delete,sentence-s26-delete,seed,,
envelop,sentence,s25,numeric_magnitude,sentence-s25-numeric_magnitude,seed,,
envelop,sentence,s27,numeric_magnitude,sentence-s27-numeric_magnitude,seed,,
envelop,sentence,s27,delete,sentence-s27-delete,seed,,
envelop,sentence,s27,whitespace_jitter,sentence-s27-whitespace_jitter,seed,,
envelop,sentence,s28,delete,sentence-s28-delete,seed,,
envelop,sentence,s28,whitespace_jitter,sentence-s28-whitespace_jitter,seed,,
envelop,sentence,s28,numeric_magnitude,sentence-s28-numeric_magnitude,seed,,
envelop,sentence,s29,whitespace_jitter,sentence-s29-whitespace_jitter,seed,,
envelop,sentence,s29,delete,sentence-s29-delete,seed,,
envelop,sentence,s30,delete,sentence-s30-delete,seed,,
envelop,sentence,s31,delete,sentence-s31-delete,seed,,
envelop,sentence,s30,whitespace_jitter,sentence-s30-whitespace_jitter,seed,,
envelop,sentence,s30,polarity_flip,sentence-s30-polarity_flip,seed,,
envelop,sentence,s32,numeric_magnitude,sentence-s32-numeric_magnitude,seed,,
envelop,sentence,s32,delete,sentence-s32-delete,seed,,
envelop,sentence,s31,whitespace_jitter,sentence-s31-whitespace_jitter,seed,,
envelop,sentence,s33,delete,sentence-s33-delete,seed,,
envelop,sentence,s33,whitespace_jitter,sentence-s33-whitespace_jitter,seed,,
envelop,sentence,s32,whitespace_jitter,sentence-s32-whitespace_jitter,seed,,
freakinggenius,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
freakinggenius,sentence,s02,delete,sentence-s02-delete,idea,,
freakinggenius,sentence,s01,delete,sentence-s01-delete,idea,,
freakinggenius,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
freakinggenius,sentence,s02,punctuation_normalize,sentence-s02-punctuation_normalize,idea,,
